2	72	22	42
6	59	46	52
0	32	39	55
8	34	22	42
9	11	53	69
9	24	52	69
4	90	41	27
4	24	41	27
3	2	21	62
1	12	41	25
8	93	41	25
6	46	40	25
9	54	40	25
7	63	39	24
3	8	39	24
4	90	34	35
9	10	52	14
7	79	34	35
5	75	30	27
0	59	52	14
3	44	31	20
8	15	51	14
2	40	24	50
5	66	44	71
2	73	51	14
2	40	30	21
6	99	41	26
6	63	41	26
2	16	40	34
3	26	30	21
0	3	54	14
8	29	26	25
0	22	54	14
9	84	52	70
9	2	52	70
0	17	40	35
8	62	13	65
1	34	47	40
0	60	48	37
5	49	42	36
4	15	46	39
1	21	45	35
1	0	42	40
8	2	38	62
1	93	31	79
7	91	42	60
6	5	44	81
2	94	38	61
5	16	37	37
3	4	19	57
6	10	24	26
3	85	34	70
6	79	48	43
3	21	19	57
1	11	24	50
8	97	19	55
0	63	23	87
8	47	30	46
6	65	42	36
4	98	19	55
5	97	39	47
8	19	19	58
2	95	30	46
6	45	39	47
1	37	19	58
3	19	44	47
0	84	44	47
8	71	33	45
7	58	21	62
4	50	11	44
2	42	22	62
3	13	13	44
5	22	21	62
6	46	35	29
9	94	50	19
4	82	8	63
5	5	35	29
9	66	52	18
6	83	53	17
8	0	53	17
0	52	52	17
9	99	35	30
8	20	35	30
1	31	55	13
9	69	17	43
0	70	35	28
2	87	26	24
2	98	35	28
2	70	27	24
5	29	37	69
1	71	37	68
0	81	42	74
0	14	37	68
6	61	42	74
9	88	34	70
0	13	35	43
7	95	34	70
2	59	36	44
3	45	35	43
1	0	17	46
5	27	18	46
7	24	18	46
9	15	37	69
2	19	40	49
5	77	40	49
6	82	22	85
4	80	49	72
6	83	22	86
2	87	17	46
8	41	24	51
0	77	17	47
1	16	24	50
9	31	36	44
9	21	24	50
2	28	33	45
6	39	39	39
1	4	39	39
9	55	20	47
0	83	45	49
3	87	46	21
9	64	22	78
5	31	43	45
6	40	44	21
2	23	22	78
4	15	43	45
3	19	46	21
1	13	43	21
3	37	44	21
5	52	40	21
8	63	40	21
8	49	38	37
0	61	53	16
5	42	19	42
5	2	45	24
9	94	20	64
6	52	43	67
7	20	48	44
0	80	36	23
8	18	45	68
0	96	45	69
3	58	44	71
5	63	38	23
8	35	45	69
3	58	25	77
7	21	46	75
0	5	46	75
3	5	47	67
6	89	45	69
7	69	45	25
0	16	47	67
9	28	45	25
2	79	45	25
5	91	32	56
8	17	46	70
0	89	32	56
7	71	29	65
0	58	45	25
8	23	31	63
3	66	29	65
8	84	31	63
9	97	23	90
5	76	43	32
8	55	25	77
9	52	23	90
3	9	26	81
3	80	36	52
8	35	23	101
4	72	11	68
8	37	36	53
3	73	8	70
5	95	10	69
3	59	45	69
8	90	42	52
2	7	8	70
6	42	24	77
0	79	23	104
8	5	6	73
9	49	11	68
5	13	46	52
5	30	23	104
8	93	41	52
3	49	28	53
5	42	39	52
0	88	34	50
4	65	28	53
9	40	34	50
7	9	41	41
1	86	27	82
8	6	10	69
0	78	41	41
1	91	28	37
1	1	28	37
2	78	23	102
2	26	22	41
8	7	33	30
2	60	26	36
1	11	23	102
6	96	26	36
8	85	33	30
4	97	26	36
4	5	22	41
9	31	26	36
7	31	27	24
8	87	27	24
5	8	48	43
2	26	31	24
2	20	45	35
2	11	45	45
6	4	28	39
3	4	28	39
1	58	41	86
7	34	39	75
5	32	29	61
3	36	21	38
4	30	34	45
3	14	26	84
8	68	48	37
6	94	46	39
6	11	46	39
5	47	47	40
7	7	29	67
9	74	14	60
4	17	48	43
7	52	34	58
5	11	14	64
4	58	14	61
7	84	36	59
6	43	23	104
5	34	40	57
4	15	35	59
9	47	19	54
8	27	19	54
8	80	26	62
8	51	20	52
9	69	20	52
6	35	7	43
6	44	34	58
9	97	14	64
9	92	34	58
2	54	15	63
1	85	16	43
1	43	38	55
6	0	38	55
4	21	17	46
0	13	44	33
4	26	28	42
1	34	43	42
1	90	30	38
3	63	26	62
4	81	42	40
3	45	26	63
8	41	28	42
4	64	43	39
4	80	24	81
5	17	5	42
0	71	34	30
0	14	42	40
3	24	5	42
4	35	34	37
1	21	34	37
5	67	55	15
2	74	38	23
9	38	55	15
1	39	22	47
5	21	38	23
2	11	54	16
7	78	54	16
5	86	44	42
5	8	51	78
9	48	51	70
7	81	51	14
9	95	42	40
3	63	40	64
9	44	45	63
0	95	53	69
8	65	40	64
6	18	53	69
3	52	45	63
9	31	33	65
8	70	37	60
4	64	46	39
6	5	33	65
8	87	42	56
0	0	37	60
0	97	16	46
6	47	16	45
8	2	16	46
1	96	14	45
6	66	13	44
9	42	36	23
7	91	16	45
0	56	35	47
4	14	34	48
8	86	44	66
4	18	35	47
9	60	56	12
4	95	24	45
4	15	56	11
7	61	24	45
6	16	41	29
5	6	28	45
0	35	41	29
1	34	28	45
4	91	41	31
4	32	41	31
7	21	46	17
2	3	20	64
2	23	22	44
8	0	46	17
2	58	42	32
5	14	22	44
2	56	37	31
1	68	41	31
2	47	35	32
8	76	37	31
2	74	8	63
1	69	34	33
6	71	35	32
2	96	34	33
4	8	35	37
5	95	35	37
1	19	53	18
2	86	7	43
0	89	45	18
7	17	47	74
3	61	36	67
8	4	44	66
7	72	36	67
2	48	42	85
8	8	38	71
3	70	38	71
7	90	42	38
3	38	42	85
2	3	38	72
8	15	38	72
3	26	22	47
7	47	20	47
0	70	42	56
1	19	37	49
8	24	22	48
7	71	45	49
4	73	38	46
2	25	48	20
9	68	37	49
4	90	22	84
6	21	37	46
4	81	47	20
1	97	22	78
3	72	47	20
1	12	22	83
4	49	27	22
3	78	29	24
1	85	29	24
8	42	29	28
2	53	45	24
1	73	29	28
8	83	56	69
7	31	51	26
1	66	44	33
7	92	43	66
0	73	45	24
7	1	56	69
1	13	40	35
0	70	28	78
0	45	48	74
1	44	48	76
3	72	48	74
7	0	48	74
1	9	47	74
2	69	47	74
7	34	44	84
5	54	27	82
6	12	47	40
0	67	27	82
2	88	42	54
3	20	39	52
7	39	42	54
0	72	53	69
0	57	40	34
0	52	48	76
9	67	28	68
8	1	23	87
3	59	49	73
0	22	28	68
8	53	23	70
2	25	28	78
8	43	28	78
0	69	23	87
5	56	31	79
2	29	45	50
6	25	41	51
2	35	11	67
5	66	45	50
2	13	41	86
9	4	23	100
7	31	42	38
3	45	23	102
7	45	23	100
0	12	29	38
0	72	34	41
4	2	34	41
5	39	21	39
3	79	41	50
4	66	40	40
6	24	31	24
3	0	40	40
5	42	26	40
2	10	26	40
3	91	26	39
9	72	43	67
2	15	26	39
9	80	29	38
3	4	21	39
4	47	46	16
0	13	48	76
9	84	26	77
6	81	7	43
3	19	7	43
0	8	51	78
2	2	49	72
9	0	50	72
1	85	50	75
4	39	51	74
8	43	47	77
3	59	50	75
2	72	30	86
6	35	47	74
2	32	51	74
4	26	30	86
8	58	31	79
4	77	33	60
9	97	31	79
3	75	51	70
3	97	33	57
0	15	15	63
3	76	33	57
1	99	28	61
8	40	18	66
7	75	25	70
2	25	17	64
8	85	28	61
3	21	17	64
6	61	27	69
3	28	11	67
6	21	32	61
3	64	25	70
9	30	24	94
4	97	32	61
3	73	26	63
9	5	27	69
4	35	24	96
5	73	24	94
5	37	24	81
8	47	8	43
4	54	24	96
3	30	8	43
6	8	7	43
8	70	36	22
3	88	7	43
6	9	36	23
4	81	17	66
6	95	18	53
1	85	6	43
7	32	36	22
1	88	30	83
4	86	6	43
9	53	30	31
8	42	46	67
2	46	12	65
1	10	35	22
4	30	24	92
8	84	13	65
6	9	29	38
7	50	55	13
2	6	55	13
1	44	45	19
7	57	42	32
7	42	32	38
9	51	26	18
6	41	32	38
4	17	26	18
5	81	9	43
2	98	9	43
4	25	40	57
0	35	37	24
2	81	50	43
3	1	37	24
8	18	30	31
6	18	27	24
7	30	48	44
1	79	45	43
2	72	55	13
2	42	50	43
1	22	56	13
0	60	27	19
8	49	27	18
2	95	45	45
2	28	26	25
7	83	26	25
7	86	32	64
8	12	26	24
8	90	32	64
2	32	26	24
1	17	44	42
3	48	41	31
0	6	32	83
0	98	32	83
6	74	42	39
3	59	42	65
8	52	39	63
6	59	25	77
0	97	39	63
1	28	42	32
4	59	34	83
8	82	41	29
8	61	31	47
9	54	46	62
4	42	22	48
0	31	31	43
9	39	31	43
7	92	31	47
1	51	21	61
4	12	22	45
7	25	20	69
6	40	48	15
0	41	21	61
4	25	21	63
9	22	43	67
9	92	20	69
1	94	40	35
2	65	42	17
3	44	42	17
7	66	28	78
1	9	37	36
0	98	48	15
5	7	37	36
0	2	49	15
9	70	37	36
2	32	36	26
4	89	36	26
7	56	46	18
0	58	46	18
4	85	43	16
6	49	43	16
6	16	10	43
6	2	44	33
4	51	50	43
2	51	40	67
5	72	40	67
0	42	39	86
8	31	35	66
6	67	51	26
0	31	42	39
9	39	41	86
7	22	35	66
6	5	39	86
8	39	40	35
5	12	24	77
0	40	25	70
8	10	38	69
0	68	42	65
1	81	41	65
3	43	23	46
6	45	19	42
1	24	22	81
9	76	23	46
8	55	23	46
4	89	23	67
3	46	23	46
7	6	24	52
0	64	23	67
0	47	29	49
7	89	29	49
4	98	27	49
8	90	27	49
4	97	26	49
9	57	26	49
5	31	25	49
7	25	47	75
3	10	16	43
1	11	24	52
2	21	48	44
5	45	48	44
8	51	27	22
4	6	11	67
3	42	42	24
8	82	45	19
8	23	45	19
6	97	26	24
0	51	45	84
0	32	48	44
1	28	44	79
7	81	48	72
7	35	45	79
6	18	48	72
8	56	44	81
5	56	44	81
0	17	43	82
4	37	43	82
0	37	40	54
1	35	40	54
0	67	46	53
0	84	46	53
3	52	45	84
7	81	35	51
1	60	18	49
7	73	18	49
5	35	43	84
9	76	38	50
4	55	43	84
5	56	35	51
0	90	38	50
4	40	23	98
1	99	23	98
2	37	22	81
8	39	21	40
8	40	21	40
7	30	24	41
8	88	24	41
2	28	25	40
8	80	25	40
4	59	56	69
3	36	8	63
3	85	46	61
4	99	29	41
3	99	29	41
7	19	45	62
6	45	43	66
8	24	10	43
5	44	47	77
2	16	51	70
1	99	40	32
3	89	42	65
8	88	48	43
0	21	24	50
7	25	45	45
7	93	55	70
9	15	45	45
4	90	45	43
1	91	45	43
3	12	19	42
2	12	51	70
8	58	48	38
8	7	44	33
9	43	42	56
1	83	4	42
4	4	43	56
5	53	42	56
9	15	47	40
4	52	19	52
5	38	15	57
0	24	56	11
0	53	25	56
3	53	18	53
8	45	18	52
7	96	42	56
9	74	25	59
0	5	15	57
7	6	25	56
9	88	32	28
7	92	24	68
0	19	30	84
9	99	25	58
6	98	24	92
3	69	27	43
9	89	24	68
8	29	17	43
8	46	27	43
3	8	17	43
8	94	26	44
7	16	26	44
6	75	36	24
1	27	39	20
2	39	36	25
3	81	26	44
7	98	45	35
5	39	4	42
6	18	42	23
4	91	42	23
6	17	56	12
8	90	56	12
0	7	32	21
7	63	42	24
1	85	56	12
0	97	31	20
8	82	30	20
2	6	29	20
3	97	38	24
4	65	47	74
2	6	38	24
5	67	29	19
1	40	28	19
5	13	42	22
8	28	44	42
7	76	45	43
2	88	33	22
4	49	33	22
7	81	44	35
7	26	25	26
9	96	41	59
